# Solar Eclipse Obscuration file for 2017-08-21 19:05:00
grid,lat,lon,obsc
GN41,41.5,-51.0,0.32852222350744176
GN42,42.5,-51.0,0.3146689129486253
GN43,43.5,-51.0,0.2998319504355482
GN44,44.5,-51.0,0.28415633715740457
GN45,45.5,-51.0,0.26778519392341715
GN46,46.5,-51.0,0.25085842886018817
GN47,47.5,-51.0,0.23351189147380724
GN48,48.5,-51.0,0.21587694932619042
GN49,49.5,-51.0,0.198080424178772
GO40,50.5,-51.0,0.1802448334453599
GO41,51.5,-51.0,0.16248889781424883
GO42,52.5,-51.0,0.14492829589034828
GO43,53.5,-51.0,0.12767667229601642
GO44,54.5,-51.0,0.11084693990261188
GO45,55.5,-51.0,0.09455296672016304
GO46,56.5,-51.0,0.0789118181238793
GO47,57.5,-51.0,0.06404686708861887
GO48,58.5,-51.0,0.05009236158549539
GO49,59.5,-51.0,0.037200634101410855
GP40,60.5,-51.0,0.025554589526467067
GP41,61.5,-51.0,0.0153922811887253
GP42,62.5,-51.0,0.007065873871434697
GP43,63.5,-51.0,0.001252049029160462
GP44,64.5,-51.0,0.0
GP45,65.5,-51.0,0.0
GP46,66.5,-51.0,0.0
GP47,67.5,-51.0,0.0
GP48,68.5,-51.0,0.0
GP49,69.5,-51.0,0.0
GQ40,70.5,-51.0,0.0
GQ41,71.5,-51.0,0.0
GQ42,72.5,-51.0,0.0
GQ43,73.5,-51.0,0.0
GQ44,74.5,-51.0,0.0
GQ45,75.5,-51.0,0.0
GQ46,76.5,-51.0,0.0
GQ47,77.5,-51.0,0.0
GQ48,78.5,-51.0,0.0
GQ49,79.5,-51.0,0.0
GR40,80.5,-51.0,0.0
GR41,81.5,-51.0,0.0
GR42,82.5,-51.0,0.0
GR43,83.5,-51.0,0.0
GR44,84.5,-51.0,0.0
GR45,85.5,-51.0,0.0
GR46,86.5,-51.0,0.0
GR47,87.5,-51.0,0.0
GR48,88.5,-51.0,0.0
GR49,89.5,-51.0,0.0
GA50,-89.5,-49.0,0.0
GA51,-88.5,-49.0,0.0
GA52,-87.5,-49.0,0.0
GA53,-86.5,-49.0,0.0
GA54,-85.5,-49.0,0.0
GA55,-84.5,-49.0,0.0
GA56,-83.5,-49.0,0.0
GA57,-82.5,-49.0,0.0
GA58,-81.5,-49.0,0.0
GA59,-80.5,-49.0,0.0
GB50,-79.5,-49.0,0.0
GB51,-78.5,-49.0,0.0
GB52,-77.5,-49.0,0.0
GB53,-76.5,-49.0,0.0
GB54,-75.5,-49.0,0.0
GB55,-74.5,-49.0,0.0
GB56,-73.5,-49.0,0.0
GB57,-72.5,-49.0,0.0
GB58,-71.5,-49.0,0.0
GB59,-70.5,-49.0,0.0
GC50,-69.5,-49.0,0.0
GC51,-68.5,-49.0,0.0
GC52,-67.5,-49.0,0.0
GC53,-66.5,-49.0,0.0
GC54,-65.5,-49.0,0.0
GC55,-64.5,-49.0,0.0
GC56,-63.5,-49.0,0.0
GC57,-62.5,-49.0,0.0
GC58,-61.5,-49.0,0.0
GC59,-60.5,-49.0,0.0
GD50,-59.5,-49.0,0.0
GD51,-58.5,-49.0,0.0
GD52,-57.5,-49.0,0.0
GD53,-56.5,-49.0,0.0
GD54,-55.5,-49.0,0.0
GD55,-54.5,-49.0,0.0
GD56,-53.5,-49.0,0.0
GD57,-52.5,-49.0,0.0
GD58,-51.5,-49.0,0.0
GD59,-50.5,-49.0,0.0
GE50,-49.5,-49.0,0.0
GE51,-48.5,-49.0,0.0
GE52,-47.5,-49.0,0.0
GE53,-46.5,-49.0,0.0
GE54,-45.5,-49.0,0.0
GE55,-44.5,-49.0,0.0
GE56,-43.5,-49.0,0.0
GE57,-42.5,-49.0,0.0
GE58,-41.5,-49.0,0.0
GE59,-40.5,-49.0,0.0
GF50,-39.5,-49.0,0.0
GF51,-38.5,-49.0,0.0
GF52,-37.5,-49.0,0.0
GF53,-36.5,-49.0,0.0
GF54,-35.5,-49.0,0.0
GF55,-34.5,-49.0,0.0
GF56,-33.5,-49.0,0.0
GF57,-32.5,-49.0,0.0
GF58,-31.5,-49.0,0.0
GF59,-30.5,-49.0,0.0
GG50,-29.5,-49.0,0.0
GG51,-28.5,-49.0,0.0
GG52,-27.5,-49.0,0.0
GG53,-26.5,-49.0,0.0
GG54,-25.5,-49.0,0.0
GG55,-24.5,-49.0,0.0
GG56,-23.5,-49.0,0.0
GG57,-22.5,-49.0,0.0
GG58,-21.5,-49.0,0.0
GG59,-20.5,-49.0,0.0
GH50,-19.5,-49.0,0.0
GH51,-18.5,-49.0,0.0
GH52,-17.5,-49.0,0.0
GH53,-16.5,-49.0,0.0
GH54,-15.5,-49.0,0.0
GH55,-14.5,-49.0,0.0
GH56,-13.5,-49.0,0.0
GH57,-12.5,-49.0,0.0
GH58,-11.5,-49.0,0.0
GH59,-10.5,-49.0,0.0
GI50,-9.5,-49.0,0.0
GI51,-8.5,-49.0,0.0
GI52,-7.5,-49.0,0.0
GI53,-6.5,-49.0,0.0
GI54,-5.5,-49.0,0.0
GI55,-4.5,-49.0,0.0
GI56,-3.5,-49.0,0.0
GI57,-2.5,-49.0,0.0
GI58,-1.5,-49.0,0.0
GI59,-0.5,-49.0,0.0
GJ50,0.5,-49.0,0.0
GJ51,1.5,-49.0,0.0
GJ52,2.5,-49.0,0.0
GJ53,3.5,-49.0,0.0
GJ54,4.5,-49.0,0.0
GJ55,5.5,-49.0,0.0013520584653623044
GJ56,6.5,-49.0,0.007807133629936376
GJ57,7.5,-49.0,0.01700730464159853
GJ58,8.5,-49.0,0.028149224949353194
GJ59,9.5,-49.0,0.04080781421067213
GK50,10.5,-49.0,0.05469153622952499
GK51,11.5,-49.0,0.06957402910802586
GK52,12.5,-49.0,0.08526562038822508
GK53,13.5,-49.0,0.10159888496215116
GK54,14.5,-49.0,0.11842036511509646
GK55,15.5,-49.0,0.13558540560274354
GK56,16.5,-49.0,0.1529547381933898
GK57,17.5,-49.0,0.17039214140678008
GK58,18.5,-49.0,0.18776282237438482
GK59,19.5,-49.0,0.2049323322713094
GL50,20.5,-49.0,0.22176591813068608
GL51,21.5,-49.0,0.23812826782351276
GL52,22.5,-49.0,0.2538836376711819
GL53,23.5,-49.0,0.26889637075290357
GL54,24.5,-49.0,0.2830318212571585
GL55,25.5,-49.0,0.29615769683108784
GL56,26.5,-49.0,0.3081458165186482
GL57,27.5,-49.0,0.31887425649359247
GL58,28.5,-49.0,0.32822982045785204
GL59,29.5,-49.0,0.33611072942738823
GM50,30.5,-49.0,0.342429382278911
GM51,31.5,-49.0,0.34711500182730026
GM52,32.5,-49.0,0.3501159603791233
GM53,33.5,-49.0,0.35140158166673624
GM54,34.5,-49.0,0.35096324723368433
GM55,35.5,-49.0,0.34881469337193644
GM56,36.5,-49.0,0.344991461913202
GM57,37.5,-49.0,0.33954955188437164
GM58,38.5,-49.0,0.33256339479477665
GM59,39.5,-49.0,0.32412333174879665
GN50,40.5,-49.0,0.3143327984826407
GN51,41.5,-49.0,0.30330542399326715
GN52,42.5,-49.0,0.291162224542917
GN53,43.5,-49.0,0.27802903573160986
GN54,44.5,-49.0,0.2640342801311957
GN55,45.5,-49.0,0.24930712442696312
GN56,46.5,-49.0,0.23397604346989473
GN57,47.5,-49.0,0.21816778178721094
GN58,48.5,-49.0,0.20200668650210002
GN59,49.5,-49.0,0.18561437847614218
GO50,50.5,-49.0,0.1691097294436132
GO51,51.5,-49.0,0.15260912076101407
GO52,52.5,-49.0,0.1362269736345064
GO53,53.5,-49.0,0.12007656214478657
GO54,54.5,-49.0,0.10427115210454485
GO55,55.5,-49.0,0.08892555779518492
GO56,56.5,-49.0,0.07415829003019331
GO57,57.5,-49.0,0.060094615711145966
GO58,58.5,-49.0,0.04687113799389061
GO59,59.5,-49.0,0.03464313546602248
GP50,60.5,-49.0,0.02359745205186936
GP51,61.5,-49.0,0.013978283669362893
GP52,62.5,-49.0,0.006150676259867843
GP53,63.5,-49.0,0.000842755931660103
GP54,64.5,-49.0,0.0
GP55,65.5,-49.0,0.0
GP56,66.5,-49.0,0.0
GP57,67.5,-49.0,0.0
GP58,68.5,-49.0,0.0
GP59,69.5,-49.0,0.0
GQ50,70.5,-49.0,0.0
GQ51,71.5,-49.0,0.0
GQ52,72.5,-49.0,0.0
GQ53,73.5,-49.0,0.0
GQ54,74.5,-49.0,0.0
GQ55,75.5,-49.0,0.0
GQ56,76.5,-49.0,0.0
GQ57,77.5,-49.0,0.0
GQ58,78.5,-49.0,0.0
GQ59,79.5,-49.0,0.0
GR50,80.5,-49.0,0.0
GR51,81.5,-49.0,0.0
GR52,82.5,-49.0,0.0
GR53,83.5,-49.0,0.0
GR54,84.5,-49.0,0.0
GR55,85.5,-49.0,0.0
GR56,86.5,-49.0,0.0
GR57,87.5,-49.0,0.0
GR58,88.5,-49.0,0.0
GR59,89.5,-49.0,0.0
GA60,-89.5,-47.0,0.0
GA61,-88.5,-47.0,0.0
GA62,-87.5,-47.0,0.0
GA63,-86.5,-47.0,0.0
GA64,-85.5,-47.0,0.0
GA65,-84.5,-47.0,0.0
GA66,-83.5,-47.0,0.0
GA67,-82.5,-47.0,0.0
GA68,-81.5,-47.0,0.0
GA69,-80.5,-47.0,0.0
GB60,-79.5,-47.0,0.0
GB61,-78.5,-47.0,0.0
GB62,-77.5,-47.0,0.0
GB63,-76.5,-47.0,0.0
GB64,-75.5,-47.0,0.0
GB65,-74.5,-47.0,0.0
GB66,-73.5,-47.0,0.0
GB67,-72.5,-47.0,0.0
GB68,-71.5,-47.0,0.0
GB69,-70.5,-47.0,0.0
GC60,-69.5,-47.0,0.0
GC61,-68.5,-47.0,0.0
GC62,-67.5,-47.0,0.0
GC63,-66.5,-47.0,0.0
GC64,-65.5,-47.0,0.0
GC65,-64.5,-47.0,0.0
GC66,-63.5,-47.0,0.0
GC67,-62.5,-47.0,0.0
GC68,-61.5,-47.0,0.0
GC69,-60.5,-47.0,0.0
GD60,-59.5,-47.0,0.0
GD61,-58.5,-47.0,0.0
GD62,-57.5,-47.0,0.0
GD63,-56.5,-47.0,0.0
GD64,-55.5,-47.0,0.0
GD65,-54.5,-47.0,0.0
GD66,-53.5,-47.0,0.0
GD67,-52.5,-47.0,0.0
GD68,-51.5,-47.0,0.0
GD69,-50.5,-47.0,0.0
GE60,-49.5,-47.0,0.0
GE61,-48.5,-47.0,0.0
GE62,-47.5,-47.0,0.0
GE63,-46.5,-47.0,0.0
GE64,-45.5,-47.0,0.0
GE65,-44.5,-47.0,0.0
GE66,-43.5,-47.0,0.0
GE67,-42.5,-47.0,0.0
GE68,-41.5,-47.0,0.0
GE69,-40.5,-47.0,0.0
GF60,-39.5,-47.0,0.0
GF61,-38.5,-47.0,0.0
GF62,-37.5,-47.0,0.0
GF63,-36.5,-47.0,0.0
GF64,-35.5,-47.0,0.0
GF65,-34.5,-47.0,0.0
GF66,-33.5,-47.0,0.0
GF67,-32.5,-47.0,0.0
GF68,-31.5,-47.0,0.0
GF69,-30.5,-47.0,0.0
GG60,-29.5,-47.0,0.0
GG61,-28.5,-47.0,0.0
GG62,-27.5,-47.0,0.0
GG63,-26.5,-47.0,0.0
GG64,-25.5,-47.0,0.0
GG65,-24.5,-47.0,0.0
GG66,-23.5,-47.0,0.0
GG67,-22.5,-47.0,0.0
GG68,-21.5,-47.0,0.0
GG69,-20.5,-47.0,0.0
GH60,-19.5,-47.0,0.0
GH61,-18.5,-47.0,0.0
GH62,-17.5,-47.0,0.0
GH63,-16.5,-47.0,0.0
GH64,-15.5,-47.0,0.0
GH65,-14.5,-47.0,0.0
GH66,-13.5,-47.0,0.0
GH67,-12.5,-47.0,0.0
GH68,-11.5,-47.0,0.0
GH69,-10.5,-47.0,0.0
GI60,-9.5,-47.0,0.0
GI61,-8.5,-47.0,0.0
GI62,-7.5,-47.0,0.0
GI63,-6.5,-47.0,0.0
GI64,-5.5,-47.0,0.0
GI65,-4.5,-47.0,0.0
GI66,-3.5,-47.0,0.0
GI67,-2.5,-47.0,0.0
GI68,-1.5,-47.0,0.0
GI69,-0.5,-47.0,0.0
GJ60,0.5,-47.0,0.0
GJ61,1.5,-47.0,0.0
GJ62,2.5,-47.0,0.0
GJ63,3.5,-47.0,0.0
GJ64,4.5,-47.0,0.0
GJ65,5.5,-47.0,0.0
GJ66,6.5,-47.0,0.001979046000942004
GJ67,7.5,-47.0,0.008545367192663505
GJ68,8.5,-47.0,0.017521009568775614
GJ69,9.5,-47.0,0.028231558127345614
GK60,10.5,-47.0,0.0402968803187297
GK61,11.5,-47.0,0.05344892009956751
GK62,12.5,-47.0,0.06747602441826923
GK63,13.5,-47.0,0.08219888001493429
GK64,14.5,-47.0,0.09745807068798472
GK65,15.5,-47.0,0.11310687551676304
GK66,16.5,-47.0,0.12900677406764388
GK67,17.5,-47.0,0.1450245027253506
GK68,18.5,-47.0,0.16103008432313431
GK69,19.5,-47.0,0.17689552531390065
GL60,20.5,-47.0,0.1924940147149376
GL61,21.5,-47.0,0.2076995361031406
GL62,22.5,-47.0,0.2223868480060453
GL63,23.5,-47.0,0.23643181281222167
GL64,24.5,-47.0,0.24971206616276775
GL65,25.5,-47.0,0.2621080205725911
GL66,26.5,-47.0,0.2735041900923057
GL67,27.5,-47.0,0.28379080805687074
GL68,28.5,-47.0,0.2928656886639975
GL69,29.5,-47.0,0.30063625741861444
GM60,30.5,-47.0,0.3070216488133696
GM61,31.5,-47.0,0.31195474647454136
GM62,32.5,-47.0,0.31538402654368564
GM63,33.5,-47.0,0.3172750639741157
GM64,34.5,-47.0,0.317611576718639
GM65,35.5,-47.0,0.3163959146891986
GM66,36.5,-47.0,0.31364894568131785
GM67,37.5,-47.0,0.30940934303024303
GM68,38.5,-47.0,0.3037323316645717
GM69,39.5,-47.0,0.2966879926885719
GN60,40.5,-47.0,0.28835925582403554
GN61,41.5,-47.0,0.2788397212655375
GN62,42.5,-47.0,0.2682314484133117
GN63,43.5,-47.0,0.25664283188300935
GN64,44.5,-47.0,0.2441866600123751
GN65,45.5,-47.0,0.23097842285928116
GN66,46.5,-47.0,0.21713490974080044
GN67,47.5,-47.0,0.2027731137594662
GN68,48.5,-47.0,0.18800944420439786
GN69,49.5,-47.0,0.17295923786012646
GO60,50.5,-47.0,0.15773655707839782
GO61,51.5,-47.0,0.1424542658318613
GO62,52.5,-47.0,0.1272243851051276
GO63,53.5,-47.0,0.11215874719374652
GO64,54.5,-47.0,0.09736999816938073
GO65,55.5,-47.0,0.0829730464182779
GO66,56.5,-47.0,0.06908713878081192
GO67,57.5,-47.0,0.05583889976246933
GO68,58.5,-47.0,0.04336697712992028
GO69,59.5,-47.0,0.03182961770832699
GP60,60.5,-47.0,0.021418208260379393
GP61,61.5,-47.0,0.012384969864971848
GP62,62.5,-47.0,0.005113702594374188
GP63,63.5,-47.0,0.00041972739466602496
GP64,64.5,-47.0,0.0
GP65,65.5,-47.0,0.0
GP66,66.5,-47.0,0.0
GP67,67.5,-47.0,0.0
GP68,68.5,-47.0,0.0
GP69,69.5,-47.0,0.0
GQ60,70.5,-47.0,0.0
GQ61,71.5,-47.0,0.0
GQ62,72.5,-47.0,0.0
GQ63,73.5,-47.0,0.0
GQ64,74.5,-47.0,0.0
GQ65,75.5,-47.0,0.0
GQ66,76.5,-47.0,0.0
GQ67,77.5,-47.0,0.0
GQ68,78.5,-47.0,0.0
GQ69,79.5,-47.0,0.0
GR60,80.5,-47.0,0.0
GR61,81.5,-47.0,0.0
GR62,82.5,-47.0,0.0
GR63,83.5,-47.0,0.0
GR64,84.5,-47.0,0.0
GR65,85.5,-47.0,0.0
GR66,86.5,-47.0,0.0
GR67,87.5,-47.0,0.0
GR68,88.5,-47.0,0.0
GR69,89.5,-47.0,0.0
GA70,-89.5,-45.0,0.0
GA71,-88.5,-45.0,0.0
GA72,-87.5,-45.0,0.0
GA73,-86.5,-45.0,0.0
GA74,-85.5,-45.0,0.0
GA75,-84.5,-45.0,0.0
GA76,-83.5,-45.0,0.0
GA77,-82.5,-45.0,0.0
GA78,-81.5,-45.0,0.0
GA79,-80.5,-45.0,0.0
GB70,-79.5,-45.0,0.0
GB71,-78.5,-45.0,0.0
GB72,-77.5,-45.0,0.0
GB73,-76.5,-45.0,0.0
GB74,-75.5,-45.0,0.0
GB75,-74.5,-45.0,0.0
GB76,-73.5,-45.0,0.0
GB77,-72.5,-45.0,0.0
GB78,-71.5,-45.0,0.0
GB79,-70.5,-45.0,0.0
GC70,-69.5,-45.0,0.0
GC71,-68.5,-45.0,0.0
GC72,-67.5,-45.0,0.0
GC73,-66.5,-45.0,0.0
GC74,-65.5,-45.0,0.0
GC75,-64.5,-45.0,0.0
GC76,-63.5,-45.0,0.0
GC77,-62.5,-45.0,0.0
GC78,-61.5,-45.0,0.0
GC79,-60.5,-45.0,0.0
GD70,-59.5,-45.0,0.0
GD71,-58.5,-45.0,0.0
GD72,-57.5,-45.0,0.0
GD73,-56.5,-45.0,0.0
GD74,-55.5,-45.0,0.0
GD75,-54.5,-45.0,0.0
GD76,-53.5,-45.0,0.0
GD77,-52.5,-45.0,0.0
GD78,-51.5,-45.0,0.0
GD79,-50.5,-45.0,0.0
GE70,-49.5,-45.0,0.0
GE71,-48.5,-45.0,0.0
GE72,-47.5,-45.0,0.0
GE73,-46.5,-45.0,0.0
GE74,-45.5,-45.0,0.0
GE75,-44.5,-45.0,0.0
GE76,-43.5,-45.0,0.0
GE77,-42.5,-45.0,0.0
GE78,-41.5,-45.0,0.0
GE79,-40.5,-45.0,0.0
GF70,-39.5,-45.0,0.0
GF71,-38.5,-45.0,0.0
GF72,-37.5,-45.0,0.0
GF73,-36.5,-45.0,0.0
GF74,-35.5,-45.0,0.0
GF75,-34.5,-45.0,0.0
GF76,-33.5,-45.0,0.0
GF77,-32.5,-45.0,0.0
GF78,-31.5,-45.0,0.0
GF79,-30.5,-45.0,0.0
GG70,-29.5,-45.0,0.0
GG71,-28.5,-45.0,0.0
GG72,-27.5,-45.0,0.0
GG73,-26.5,-45.0,0.0
GG74,-25.5,-45.0,0.0
GG75,-24.5,-45.0,0.0
GG76,-23.5,-45.0,0.0
GG77,-22.5,-45.0,0.0
GG78,-21.5,-45.0,0.0
GG79,-20.5,-45.0,0.0
GH70,-19.5,-45.0,0.0
GH71,-18.5,-45.0,0.0
GH72,-17.5,-45.0,0.0
GH73,-16.5,-45.0,0.0
GH74,-15.5,-45.0,0.0
GH75,-14.5,-45.0,0.0
GH76,-13.5,-45.0,0.0
GH77,-12.5,-45.0,0.0
GH78,-11.5,-45.0,0.0
GH79,-10.5,-45.0,0.0
GI70,-9.5,-45.0,0.0
GI71,-8.5,-45.0,0.0
GI72,-7.5,-45.0,0.0
GI73,-6.5,-45.0,0.0
GI74,-5.5,-45.0,0.0
GI75,-4.5,-45.0,0.0
GI76,-3.5,-45.0,0.0
GI77,-2.5,-45.0,0.0
GI78,-1.5,-45.0,0.0
GI79,-0.5,-45.0,0.0
GJ70,0.5,-45.0,0.0
GJ71,1.5,-45.0,0.0
GJ72,2.5,-45.0,0.0
GJ73,3.5,-45.0,0.0
GJ74,4.5,-45.0,0.0
GJ75,5.5,-45.0,0.0
GJ76,6.5,-45.0,0.0
GJ77,7.5,-45.0,0.0024773574283657313
GJ78,8.5,-45.0,0.008997572193902065
GJ79,9.5,-45.0,0.017659220888801265
GK70,10.5,-45.0,0.02787732676201714
GK71,11.5,-45.0,0.039307006885583834
GK72,12.5,-45.0,0.051699828642141704
GK73,13.5,-45.0,0.06485709217603018
GK74,14.5,-45.0,0.07860908043799184
GK75,15.5,-45.0,0.09280417714823784
GK76,16.5,-45.0,0.1073025335592991
GK77,17.5,-45.0,0.12197212600306606
GK78,18.5,-45.0,0.1366862053462835
GK79,19.5,-45.0,0.15132163312549907
GL70,20.5,-45.0,0.16575783355591922
GL71,21.5,-45.0,0.17987621136720727
GL72,22.5,-45.0,0.19355995116490243
GL73,23.5,-45.0,0.206694150518847
GL74,24.5,-45.0,0.21916625822984354
GL75,25.5,-45.0,0.2308667970816854
GL76,26.5,-45.0,0.24169034983567306
GL77,27.5,-45.0,0.2515367801056692
GL78,28.5,-45.0,0.2603126475423098
GL79,29.5,-45.0,0.26793276123997684
GM70,30.5,-45.0,0.2743217986839967
GM71,31.5,-45.0,0.2794159027068332
GM72,32.5,-45.0,0.2831641588902935
GM73,33.5,-45.0,0.28552985356021054
GM74,34.5,-45.0,0.28649142004031153
GM75,35.5,-45.0,0.286042998786538
GM76,36.5,-45.0,0.2841945641956229
GM77,37.5,-45.0,0.28097160425779616
GM78,38.5,-45.0,0.27641437446145045
GM79,39.5,-45.0,0.27057677973370775
GN70,40.5,-45.0,0.2635249635615802
GN71,41.5,-45.0,0.25533569906107945
GN72,42.5,-45.0,0.2460946817848455
GN73,43.5,-45.0,0.23589481939518675
GN74,44.5,-45.0,0.22483460127309046
GN75,45.5,-45.0,0.2130166146161642
GN76,46.5,-45.0,0.20054625562455872
GN77,47.5,-45.0,0.18753066755132392
GN78,48.5,-45.0,0.17407792360173766
GN79,49.5,-45.0,0.16029646317387833
GO70,50.5,-45.0,0.14629478548765365
GO71,51.5,-45.0,0.1321814058790777
GO72,52.5,-45.0,0.11806508784272574
GO73,53.5,-45.0,0.1040553801564829
GO74,54.5,-45.0,0.0902635170629323
GO75,55.5,-45.0,0.07680378877191582
GO76,56.5,-45.0,0.06379557698456144
GO77,57.5,-45.0,0.051366414684263124
GO78,58.5,-45.0,0.039656764495459164
GO79,59.5,-45.0,0.0288279647362522
GP70,60.5,-45.0,0.019076736517599707
GP71,61.5,-45.0,0.010665713320757794
GP72,62.5,-45.0,0.004005440741171754
GP73,63.5,-45.0,7.163974311583017e-05
GP74,64.5,-45.0,0.0
GP75,65.5,-45.0,0.0
GP76,66.5,-45.0,0.0
GP77,67.5,-45.0,0.0
GP78,68.5,-45.0,0.0
GP79,69.5,-45.0,0.0
GQ70,70.5,-45.0,0.0
GQ71,71.5,-45.0,0.0
GQ72,72.5,-45.0,0.0
GQ73,73.5,-45.0,0.0
GQ74,74.5,-45.0,0.0
GQ75,75.5,-45.0,0.0
GQ76,76.5,-45.0,0.0
GQ77,77.5,-45.0,0.0
GQ78,78.5,-45.0,0.0
GQ79,79.5,-45.0,0.0
GR70,80.5,-45.0,0.0
GR71,81.5,-45.0,0.0
GR72,82.5,-45.0,0.0
GR73,83.5,-45.0,0.0
GR74,84.5,-45.0,0.0
GR75,85.5,-45.0,0.0
GR76,86.5,-45.0,0.0
GR77,87.5,-45.0,0.0
GR78,88.5,-45.0,0.0
GR79,89.5,-45.0,0.0
GA80,-89.5,-43.0,0.0
GA81,-88.5,-43.0,0.0
GA82,-87.5,-43.0,0.0
GA83,-86.5,-43.0,0.0
GA84,-85.5,-43.0,0.0
GA85,-84.5,-43.0,0.0
GA86,-83.5,-43.0,0.0
GA87,-82.5,-43.0,0.0
GA88,-81.5,-43.0,0.0
GA89,-80.5,-43.0,0.0
GB80,-79.5,-43.0,0.0
GB81,-78.5,-43.0,0.0
GB82,-77.5,-43.0,0.0
GB83,-76.5,-43.0,0.0
GB84,-75.5,-43.0,0.0
GB85,-74.5,-43.0,0.0
GB86,-73.5,-43.0,0.0
GB87,-72.5,-43.0,0.0
GB88,-71.5,-43.0,0.0
GB89,-70.5,-43.0,0.0
GC80,-69.5,-43.0,0.0
GC81,-68.5,-43.0,0.0
GC82,-67.5,-43.0,0.0
GC83,-66.5,-43.0,0.0
GC84,-65.5,-43.0,0.0
GC85,-64.5,-43.0,0.0
GC86,-63.5,-43.0,0.0
GC87,-62.5,-43.0,0.0
GC88,-61.5,-43.0,0.0
GC89,-60.5,-43.0,0.0
GD80,-59.5,-43.0,0.0
GD81,-58.5,-43.0,0.0
GD82,-57.5,-43.0,0.0
GD83,-56.5,-43.0,0.0
GD84,-55.5,-43.0,0.0
GD85,-54.5,-43.0,0.0
GD86,-53.5,-43.0,0.0
GD87,-52.5,-43.0,0.0
GD88,-51.5,-43.0,0.0
GD89,-50.5,-43.0,0.0
GE80,-49.5,-43.0,0.0
GE81,-48.5,-43.0,0.0
GE82,-47.5,-43.0,0.0
GE83,-46.5,-43.0,0.0
GE84,-45.5,-43.0,0.0
GE85,-44.5,-43.0,0.0
GE86,-43.5,-43.0,0.0
GE87,-42.5,-43.0,0.0
GE88,-41.5,-43.0,0.0
GE89,-40.5,-43.0,0.0
GF80,-39.5,-43.0,0.0
GF81,-38.5,-43.0,0.0
GF82,-37.5,-43.0,0.0
GF83,-36.5,-43.0,0.0
GF84,-35.5,-43.0,0.0
GF85,-34.5,-43.0,0.0
GF86,-33.5,-43.0,0.0
GF87,-32.5,-43.0,0.0
GF88,-31.5,-43.0,0.0
GF89,-30.5,-43.0,0.0
GG80,-29.5,-43.0,0.0
GG81,-28.5,-43.0,0.0
GG82,-27.5,-43.0,0.0
GG83,-26.5,-43.0,0.0
GG84,-25.5,-43.0,0.0
GG85,-24.5,-43.0,0.0
GG86,-23.5,-43.0,0.0
GG87,-22.5,-43.0,0.0
GG88,-21.5,-43.0,0.0
GG89,-20.5,-43.0,0.0
GH80,-19.5,-43.0,0.0
GH81,-18.5,-43.0,0.0
GH82,-17.5,-43.0,0.0
GH83,-16.5,-43.0,0.0
GH84,-15.5,-43.0,0.0
GH85,-14.5,-43.0,0.0
GH86,-13.5,-43.0,0.0
GH87,-12.5,-43.0,0.0
GH88,-11.5,-43.0,0.0
GH89,-10.5,-43.0,0.0
GI80,-9.5,-43.0,0.0
GI81,-8.5,-43.0,0.0
GI82,-7.5,-43.0,0.0
GI83,-6.5,-43.0,0.0
GI84,-5.5,-43.0,0.0
GI85,-4.5,-43.0,0.0
GI86,-3.5,-43.0,0.0
GI87,-2.5,-43.0,0.0
GI88,-1.5,-43.0,0.0
GI89,-0.5,-43.0,0.0
GJ80,0.5,-43.0,0.0
GJ81,1.5,-43.0,0.0
GJ82,2.5,-43.0,0.0
GJ83,3.5,-43.0,0.0
GJ84,4.5,-43.0,0.0
GJ85,5.5,-43.0,0.0
GJ86,6.5,-43.0,0.0
GJ87,7.5,-43.0,0.0
GJ88,8.5,-43.0,0.0028593905816257643
GJ89,9.5,-43.0,0.009237796490605186
GK80,10.5,-43.0,0.01753240405884308
GK81,11.5,-43.0,0.02722582549511743
GK82,12.5,-43.0,0.038002375282991614
GK83,13.5,-43.0,0.04963076777616507
GK84,14.5,-43.0,0.061924138166091894
GK85,15.5,-43.0,0.07472190614436494
GK86,16.5,-43.0,0.08788016427579183
GK87,17.5,-43.0,0.10126606718600063
GK88,18.5,-43.0,0.11475435372079218
GK89,19.5,-43.0,0.128225126349809
GL80,20.5,-43.0,0.14156243974271038
GL81,21.5,-43.0,0.15465345485669155
GL82,22.5,-43.0,0.16738802017793925
GL83,23.5,-43.0,0.1796585985750236
GL84,24.5,-43.0,0.1913604890802731
GL85,25.5,-43.0,0.20239230853486292
GL86,26.5,-43.0,0.21265670385857388
GL87,27.5,-43.0,0.2220612647715115
GL88,28.5,-43.0,0.2305196011077907
GL89,29.5,-43.0,0.23795254012193828
GM80,30.5,-43.0,0.24428938913331655
GM81,31.5,-43.0,0.24946919941105677
GM82,32.5,-43.0,0.2534419603770243
GM83,33.5,-43.0,0.2561696509215852
GM84,34.5,-43.0,0.2576270783346289
GM85,35.5,-43.0,0.25780244573478095
GM86,36.5,-43.0,0.25669760555701887
GM87,37.5,-43.0,0.2543279781807858
GM88,38.5,-43.0,0.250722138765142
GM89,39.5,-43.0,0.2459210989613881
GN80,40.5,-43.0,0.23997733060229207
GN81,41.5,-43.0,0.23295359352429396
GN82,42.5,-43.0,0.22492163813841182
GN83,43.5,-43.0,0.21596085509924198
GN84,44.5,-43.0,0.20615694029244946
GN85,45.5,-43.0,0.19560063493654703
