# Solar Eclipse Obscuration file for 2017-08-21 19:05:00
grid,lat,lon,obsc
CG46,-23.5,-131.0,0.0
CG47,-22.5,-131.0,0.0
CG48,-21.5,-131.0,0.0
CG49,-20.5,-131.0,0.0
CH40,-19.5,-131.0,0.0
CH41,-18.5,-131.0,0.0
CH42,-17.5,-131.0,0.0
CH43,-16.5,-131.0,0.0
CH44,-15.5,-131.0,0.0
CH45,-14.5,-131.0,0.0
CH46,-13.5,-131.0,0.0
CH47,-12.5,-131.0,0.0
CH48,-11.5,-131.0,0.0
CH49,-10.5,-131.0,0.0
CI40,-9.5,-131.0,0.0
CI41,-8.5,-131.0,0.0
CI42,-7.5,-131.0,0.0
CI43,-6.5,-131.0,0.0
CI44,-5.5,-131.0,0.0
CI45,-4.5,-131.0,0.0
CI46,-3.5,-131.0,0.0
CI47,-2.5,-131.0,0.0
CI48,-1.5,-131.0,0.0
CI49,-0.5,-131.0,0.0
CJ40,0.5,-131.0,0.0
CJ41,1.5,-131.0,0.0
CJ42,2.5,-131.0,0.0
CJ43,3.5,-131.0,0.0
CJ44,4.5,-131.0,0.0
CJ45,5.5,-131.0,0.0
CJ46,6.5,-131.0,0.0
CJ47,7.5,-131.0,0.0
CJ48,8.5,-131.0,0.0
CJ49,9.5,-131.0,0.0
CK40,10.5,-131.0,0.0
CK41,11.5,-131.0,0.0
CK42,12.5,-131.0,0.0
CK43,13.5,-131.0,0.0
CK44,14.5,-131.0,0.0
CK45,15.5,-131.0,0.0
CK46,16.5,-131.0,0.0
CK47,17.5,-131.0,0.0
CK48,18.5,-131.0,0.0
CK49,19.5,-131.0,0.0
CL40,20.5,-131.0,0.0
CL41,21.5,-131.0,0.0
CL42,22.5,-131.0,0.0
CL43,23.5,-131.0,0.0
CL44,24.5,-131.0,0.0
CL45,25.5,-131.0,0.0
CL46,26.5,-131.0,0.0
CL47,27.5,-131.0,0.0
CL48,28.5,-131.0,0.0
CL49,29.5,-131.0,0.0
CM40,30.5,-131.0,0.0
CM41,31.5,-131.0,0.0
CM42,32.5,-131.0,0.0
CM43,33.5,-131.0,0.0
CM44,34.5,-131.0,0.0
CM45,35.5,-131.0,0.0
CM46,36.5,-131.0,0.0
CM47,37.5,-131.0,0.0
CM48,38.5,-131.0,0.0
CM49,39.5,-131.0,0.0
CN40,40.5,-131.0,0.0
CN41,41.5,-131.0,0.0
CN42,42.5,-131.0,0.0
CN43,43.5,-131.0,0.0
CN44,44.5,-131.0,0.0
CN45,45.5,-131.0,0.0
CN46,46.5,-131.0,0.0
CN47,47.5,-131.0,0.0
CN48,48.5,-131.0,0.0
CN49,49.5,-131.0,0.0
CO40,50.5,-131.0,0.0
CO41,51.5,-131.0,0.0
CO42,52.5,-131.0,0.0
CO43,53.5,-131.0,0.0
CO44,54.5,-131.0,0.0
CO45,55.5,-131.0,0.0
CO46,56.5,-131.0,0.0
CO47,57.5,-131.0,0.0
CO48,58.5,-131.0,0.0
CO49,59.5,-131.0,0.0
CP40,60.5,-131.0,0.0
CP41,61.5,-131.0,0.0
CP42,62.5,-131.0,0.0
CP43,63.5,-131.0,0.0
CP44,64.5,-131.0,0.0
CP45,65.5,-131.0,0.0
CP46,66.5,-131.0,0.0
CP47,67.5,-131.0,0.0
CP48,68.5,-131.0,0.0
CP49,69.5,-131.0,0.0
CQ40,70.5,-131.0,0.0
CQ41,71.5,-131.0,0.0
CQ42,72.5,-131.0,0.0
CQ43,73.5,-131.0,0.0
CQ44,74.5,-131.0,0.0
CQ45,75.5,-131.0,0.0
CQ46,76.5,-131.0,0.0
CQ47,77.5,-131.0,0.0
CQ48,78.5,-131.0,0.0
CQ49,79.5,-131.0,0.0
CR40,80.5,-131.0,0.0
CR41,81.5,-131.0,0.0
CR42,82.5,-131.0,0.0
CR43,83.5,-131.0,0.0
CR44,84.5,-131.0,0.0
CR45,85.5,-131.0,0.0
CR46,86.5,-131.0,0.0
CR47,87.5,-131.0,0.0
CR48,88.5,-131.0,0.0
CR49,89.5,-131.0,0.0
CA50,-89.5,-129.0,0.0
CA51,-88.5,-129.0,0.0
CA52,-87.5,-129.0,0.0
CA53,-86.5,-129.0,0.0
CA54,-85.5,-129.0,0.0
CA55,-84.5,-129.0,0.0
CA56,-83.5,-129.0,0.0
CA57,-82.5,-129.0,0.0
CA58,-81.5,-129.0,0.0
CA59,-80.5,-129.0,0.0
CB50,-79.5,-129.0,0.0
CB51,-78.5,-129.0,0.0
CB52,-77.5,-129.0,0.0
CB53,-76.5,-129.0,0.0
CB54,-75.5,-129.0,0.0
CB55,-74.5,-129.0,0.0
CB56,-73.5,-129.0,0.0
CB57,-72.5,-129.0,0.0
CB58,-71.5,-129.0,0.0
CB59,-70.5,-129.0,0.0
CC50,-69.5,-129.0,0.0
CC51,-68.5,-129.0,0.0
CC52,-67.5,-129.0,0.0
CC53,-66.5,-129.0,0.0
CC54,-65.5,-129.0,0.0
CC55,-64.5,-129.0,0.0
CC56,-63.5,-129.0,0.0
CC57,-62.5,-129.0,0.0
CC58,-61.5,-129.0,0.0
CC59,-60.5,-129.0,0.0
CD50,-59.5,-129.0,0.0
CD51,-58.5,-129.0,0.0
CD52,-57.5,-129.0,0.0
CD53,-56.5,-129.0,0.0
CD54,-55.5,-129.0,0.0
CD55,-54.5,-129.0,0.0
CD56,-53.5,-129.0,0.0
CD57,-52.5,-129.0,0.0
CD58,-51.5,-129.0,0.0
CD59,-50.5,-129.0,0.0
CE50,-49.5,-129.0,0.0
CE51,-48.5,-129.0,0.0
CE52,-47.5,-129.0,0.0
CE53,-46.5,-129.0,0.0
CE54,-45.5,-129.0,0.0
CE55,-44.5,-129.0,0.0
CE56,-43.5,-129.0,0.0
CE57,-42.5,-129.0,0.0
CE58,-41.5,-129.0,0.0
CE59,-40.5,-129.0,0.0
CF50,-39.5,-129.0,0.0
CF51,-38.5,-129.0,0.0
CF52,-37.5,-129.0,0.0
CF53,-36.5,-129.0,0.0
CF54,-35.5,-129.0,0.0
CF55,-34.5,-129.0,0.0
CF56,-33.5,-129.0,0.0
CF57,-32.5,-129.0,0.0
CF58,-31.5,-129.0,0.0
CF59,-30.5,-129.0,0.0
CG50,-29.5,-129.0,0.0
CG51,-28.5,-129.0,0.0
CG52,-27.5,-129.0,0.0
CG53,-26.5,-129.0,0.0
CG54,-25.5,-129.0,0.0
CG55,-24.5,-129.0,0.0
CG56,-23.5,-129.0,0.0
CG57,-22.5,-129.0,0.0
CG58,-21.5,-129.0,0.0
CG59,-20.5,-129.0,0.0
CH50,-19.5,-129.0,0.0
CH51,-18.5,-129.0,0.0
CH52,-17.5,-129.0,0.0
CH53,-16.5,-129.0,0.0
CH54,-15.5,-129.0,0.0
CH55,-14.5,-129.0,0.0
CH56,-13.5,-129.0,0.0
CH57,-12.5,-129.0,0.0
CH58,-11.5,-129.0,0.0
CH59,-10.5,-129.0,0.0
CI50,-9.5,-129.0,0.0
CI51,-8.5,-129.0,0.0
CI52,-7.5,-129.0,0.0
CI53,-6.5,-129.0,0.0
CI54,-5.5,-129.0,0.0
CI55,-4.5,-129.0,0.0
CI56,-3.5,-129.0,0.0
CI57,-2.5,-129.0,0.0
CI58,-1.5,-129.0,0.0
CI59,-0.5,-129.0,0.0
CJ50,0.5,-129.0,0.0
CJ51,1.5,-129.0,0.0
CJ52,2.5,-129.0,0.0
CJ53,3.5,-129.0,0.0
CJ54,4.5,-129.0,0.0
CJ55,5.5,-129.0,0.0
CJ56,6.5,-129.0,0.0
CJ57,7.5,-129.0,0.0
CJ58,8.5,-129.0,0.0
CJ59,9.5,-129.0,0.0
CK50,10.5,-129.0,0.0
CK51,11.5,-129.0,0.0
CK52,12.5,-129.0,0.0
CK53,13.5,-129.0,0.0
CK54,14.5,-129.0,0.0
CK55,15.5,-129.0,0.0
CK56,16.5,-129.0,0.0
CK57,17.5,-129.0,0.0
CK58,18.5,-129.0,0.0
CK59,19.5,-129.0,0.0
CL50,20.5,-129.0,0.0
CL51,21.5,-129.0,0.0
CL52,22.5,-129.0,0.0
CL53,23.5,-129.0,0.0
CL54,24.5,-129.0,0.0
CL55,25.5,-129.0,0.0
CL56,26.5,-129.0,0.0
CL57,27.5,-129.0,0.0
CL58,28.5,-129.0,0.0
CL59,29.5,-129.0,0.0
CM50,30.5,-129.0,0.0
CM51,31.5,-129.0,0.0
CM52,32.5,-129.0,0.0
CM53,33.5,-129.0,0.0
CM54,34.5,-129.0,0.0
CM55,35.5,-129.0,0.0
CM56,36.5,-129.0,0.0
CM57,37.5,-129.0,0.0
CM58,38.5,-129.0,0.0
CM59,39.5,-129.0,0.0
CN50,40.5,-129.0,0.0
CN51,41.5,-129.0,0.0
CN52,42.5,-129.0,0.0
CN53,43.5,-129.0,0.0
CN54,44.5,-129.0,0.0
CN55,45.5,-129.0,0.0
CN56,46.5,-129.0,0.0
CN57,47.5,-129.0,0.0
CN58,48.5,-129.0,0.0
CN59,49.5,-129.0,0.0
CO50,50.5,-129.0,0.0
CO51,51.5,-129.0,0.0
CO52,52.5,-129.0,0.0
CO53,53.5,-129.0,0.0
CO54,54.5,-129.0,0.0
CO55,55.5,-129.0,0.0
CO56,56.5,-129.0,0.0
CO57,57.5,-129.0,0.0
CO58,58.5,-129.0,0.0
CO59,59.5,-129.0,0.0
CP50,60.5,-129.0,0.0
CP51,61.5,-129.0,0.0
CP52,62.5,-129.0,0.0
CP53,63.5,-129.0,0.0
CP54,64.5,-129.0,0.0
CP55,65.5,-129.0,0.0
CP56,66.5,-129.0,0.0
CP57,67.5,-129.0,0.0
CP58,68.5,-129.0,0.0
CP59,69.5,-129.0,0.0
CQ50,70.5,-129.0,0.0
CQ51,71.5,-129.0,0.0
CQ52,72.5,-129.0,0.0
CQ53,73.5,-129.0,0.0
CQ54,74.5,-129.0,0.0
CQ55,75.5,-129.0,0.0
CQ56,76.5,-129.0,0.0
CQ57,77.5,-129.0,0.0
CQ58,78.5,-129.0,0.0
CQ59,79.5,-129.0,0.0
CR50,80.5,-129.0,0.0
CR51,81.5,-129.0,0.0
CR52,82.5,-129.0,0.0
CR53,83.5,-129.0,0.0
CR54,84.5,-129.0,0.0
CR55,85.5,-129.0,0.0
CR56,86.5,-129.0,0.0
CR57,87.5,-129.0,0.0
CR58,88.5,-129.0,0.0
CR59,89.5,-129.0,0.0
CA60,-89.5,-127.0,0.0
CA61,-88.5,-127.0,0.0
CA62,-87.5,-127.0,0.0
CA63,-86.5,-127.0,0.0
CA64,-85.5,-127.0,0.0
CA65,-84.5,-127.0,0.0
CA66,-83.5,-127.0,0.0
CA67,-82.5,-127.0,0.0
CA68,-81.5,-127.0,0.0
CA69,-80.5,-127.0,0.0
CB60,-79.5,-127.0,0.0
CB61,-78.5,-127.0,0.0
CB62,-77.5,-127.0,0.0
CB63,-76.5,-127.0,0.0
CB64,-75.5,-127.0,0.0
CB65,-74.5,-127.0,0.0
CB66,-73.5,-127.0,0.0
CB67,-72.5,-127.0,0.0
CB68,-71.5,-127.0,0.0
CB69,-70.5,-127.0,0.0
CC60,-69.5,-127.0,0.0
CC61,-68.5,-127.0,0.0
CC62,-67.5,-127.0,0.0
CC63,-66.5,-127.0,0.0
CC64,-65.5,-127.0,0.0
CC65,-64.5,-127.0,0.0
CC66,-63.5,-127.0,0.0
CC67,-62.5,-127.0,0.0
CC68,-61.5,-127.0,0.0
CC69,-60.5,-127.0,0.0
CD60,-59.5,-127.0,0.0
CD61,-58.5,-127.0,0.0
CD62,-57.5,-127.0,0.0
CD63,-56.5,-127.0,0.0
CD64,-55.5,-127.0,0.0
CD65,-54.5,-127.0,0.0
CD66,-53.5,-127.0,0.0
CD67,-52.5,-127.0,0.0
CD68,-51.5,-127.0,0.0
CD69,-50.5,-127.0,0.0
CE60,-49.5,-127.0,0.0
CE61,-48.5,-127.0,0.0
CE62,-47.5,-127.0,0.0
CE63,-46.5,-127.0,0.0
CE64,-45.5,-127.0,0.0
CE65,-44.5,-127.0,0.0
CE66,-43.5,-127.0,0.0
CE67,-42.5,-127.0,0.0
CE68,-41.5,-127.0,0.0
CE69,-40.5,-127.0,0.0
CF60,-39.5,-127.0,0.0
CF61,-38.5,-127.0,0.0
CF62,-37.5,-127.0,0.0
CF63,-36.5,-127.0,0.0
CF64,-35.5,-127.0,0.0
CF65,-34.5,-127.0,0.0
CF66,-33.5,-127.0,0.0
CF67,-32.5,-127.0,0.0
CF68,-31.5,-127.0,0.0
CF69,-30.5,-127.0,0.0
CG60,-29.5,-127.0,0.0
CG61,-28.5,-127.0,0.0
CG62,-27.5,-127.0,0.0
CG63,-26.5,-127.0,0.0
CG64,-25.5,-127.0,0.0
CG65,-24.5,-127.0,0.0
CG66,-23.5,-127.0,0.0
CG67,-22.5,-127.0,0.0
CG68,-21.5,-127.0,0.0
CG69,-20.5,-127.0,0.0
CH60,-19.5,-127.0,0.0
CH61,-18.5,-127.0,0.0
CH62,-17.5,-127.0,0.0
CH63,-16.5,-127.0,0.0
CH64,-15.5,-127.0,0.0
CH65,-14.5,-127.0,0.0
CH66,-13.5,-127.0,0.0
CH67,-12.5,-127.0,0.0
CH68,-11.5,-127.0,0.0
CH69,-10.5,-127.0,0.0
CI60,-9.5,-127.0,0.0
CI61,-8.5,-127.0,0.0
CI62,-7.5,-127.0,0.0
CI63,-6.5,-127.0,0.0
CI64,-5.5,-127.0,0.0
CI65,-4.5,-127.0,0.0
CI66,-3.5,-127.0,0.0
CI67,-2.5,-127.0,0.0
CI68,-1.5,-127.0,0.0
CI69,-0.5,-127.0,0.0
CJ60,0.5,-127.0,0.0
CJ61,1.5,-127.0,0.0
CJ62,2.5,-127.0,0.0
CJ63,3.5,-127.0,0.0
CJ64,4.5,-127.0,0.0
CJ65,5.5,-127.0,0.0
CJ66,6.5,-127.0,0.0
CJ67,7.5,-127.0,0.0
CJ68,8.5,-127.0,0.0
CJ69,9.5,-127.0,0.0
CK60,10.5,-127.0,0.0
CK61,11.5,-127.0,0.0
CK62,12.5,-127.0,0.0
CK63,13.5,-127.0,0.0
CK64,14.5,-127.0,0.0
CK65,15.5,-127.0,0.0
CK66,16.5,-127.0,0.0
CK67,17.5,-127.0,0.0
CK68,18.5,-127.0,0.0
CK69,19.5,-127.0,0.0
CL60,20.5,-127.0,0.0
CL61,21.5,-127.0,0.0
CL62,22.5,-127.0,0.0
CL63,23.5,-127.0,0.0
CL64,24.5,-127.0,0.0
CL65,25.5,-127.0,0.0
CL66,26.5,-127.0,0.0
CL67,27.5,-127.0,0.0
CL68,28.5,-127.0,0.0
CL69,29.5,-127.0,0.0
CM60,30.5,-127.0,0.0
CM61,31.5,-127.0,0.0
CM62,32.5,-127.0,0.0
CM63,33.5,-127.0,0.0
CM64,34.5,-127.0,0.0
CM65,35.5,-127.0,0.0
CM66,36.5,-127.0,0.0
CM67,37.5,-127.0,0.0
CM68,38.5,-127.0,0.0
CM69,39.5,-127.0,0.0
CN60,40.5,-127.0,0.0
CN61,41.5,-127.0,0.0
CN62,42.5,-127.0,0.0
CN63,43.5,-127.0,0.0
CN64,44.5,-127.0,0.0
CN65,45.5,-127.0,0.0
CN66,46.5,-127.0,0.0
CN67,47.5,-127.0,0.0
CN68,48.5,-127.0,0.0
CN69,49.5,-127.0,0.0
CO60,50.5,-127.0,0.0
CO61,51.5,-127.0,0.0
CO62,52.5,-127.0,0.0
CO63,53.5,-127.0,0.0
CO64,54.5,-127.0,0.0
CO65,55.5,-127.0,0.0
CO66,56.5,-127.0,0.0
CO67,57.5,-127.0,0.0
CO68,58.5,-127.0,0.0
CO69,59.5,-127.0,0.0
CP60,60.5,-127.0,0.0
CP61,61.5,-127.0,0.0
CP62,62.5,-127.0,0.0
CP63,63.5,-127.0,0.0
CP64,64.5,-127.0,0.0
CP65,65.5,-127.0,0.0
CP66,66.5,-127.0,0.0
CP67,67.5,-127.0,0.0
CP68,68.5,-127.0,0.0
CP69,69.5,-127.0,0.0
CQ60,70.5,-127.0,0.0
CQ61,71.5,-127.0,0.0
CQ62,72.5,-127.0,0.0
CQ63,73.5,-127.0,0.0
CQ64,74.5,-127.0,0.0
CQ65,75.5,-127.0,0.0
CQ66,76.5,-127.0,0.0
CQ67,77.5,-127.0,0.0
CQ68,78.5,-127.0,0.0
CQ69,79.5,-127.0,0.0
CR60,80.5,-127.0,0.0
CR61,81.5,-127.0,0.0
CR62,82.5,-127.0,0.0
CR63,83.5,-127.0,0.0
CR64,84.5,-127.0,0.0
CR65,85.5,-127.0,0.0
CR66,86.5,-127.0,0.0
CR67,87.5,-127.0,0.0
CR68,88.5,-127.0,0.0
CR69,89.5,-127.0,0.0
CA70,-89.5,-125.0,0.0
CA71,-88.5,-125.0,0.0
CA72,-87.5,-125.0,0.0
CA73,-86.5,-125.0,0.0
CA74,-85.5,-125.0,0.0
CA75,-84.5,-125.0,0.0
CA76,-83.5,-125.0,0.0
CA77,-82.5,-125.0,0.0
CA78,-81.5,-125.0,0.0
CA79,-80.5,-125.0,0.0
CB70,-79.5,-125.0,0.0
CB71,-78.5,-125.0,0.0
CB72,-77.5,-125.0,0.0
CB73,-76.5,-125.0,0.0
CB74,-75.5,-125.0,0.0
CB75,-74.5,-125.0,0.0
CB76,-73.5,-125.0,0.0
CB77,-72.5,-125.0,0.0
CB78,-71.5,-125.0,0.0
CB79,-70.5,-125.0,0.0
CC70,-69.5,-125.0,0.0
CC71,-68.5,-125.0,0.0
CC72,-67.5,-125.0,0.0
CC73,-66.5,-125.0,0.0
CC74,-65.5,-125.0,0.0
CC75,-64.5,-125.0,0.0
CC76,-63.5,-125.0,0.0
CC77,-62.5,-125.0,0.0
CC78,-61.5,-125.0,0.0
CC79,-60.5,-125.0,0.0
CD70,-59.5,-125.0,0.0
CD71,-58.5,-125.0,0.0
CD72,-57.5,-125.0,0.0
CD73,-56.5,-125.0,0.0
CD74,-55.5,-125.0,0.0
CD75,-54.5,-125.0,0.0
CD76,-53.5,-125.0,0.0
CD77,-52.5,-125.0,0.0
CD78,-51.5,-125.0,0.0
CD79,-50.5,-125.0,0.0
CE70,-49.5,-125.0,0.0
CE71,-48.5,-125.0,0.0
CE72,-47.5,-125.0,0.0
CE73,-46.5,-125.0,0.0
CE74,-45.5,-125.0,0.0
CE75,-44.5,-125.0,0.0
CE76,-43.5,-125.0,0.0
CE77,-42.5,-125.0,0.0
CE78,-41.5,-125.0,0.0
CE79,-40.5,-125.0,0.0
CF70,-39.5,-125.0,0.0
CF71,-38.5,-125.0,0.0
CF72,-37.5,-125.0,0.0
CF73,-36.5,-125.0,0.0
CF74,-35.5,-125.0,0.0
CF75,-34.5,-125.0,0.0
CF76,-33.5,-125.0,0.0
CF77,-32.5,-125.0,0.0
CF78,-31.5,-125.0,0.0
CF79,-30.5,-125.0,0.0
CG70,-29.5,-125.0,0.0
CG71,-28.5,-125.0,0.0
CG72,-27.5,-125.0,0.0
CG73,-26.5,-125.0,0.0
CG74,-25.5,-125.0,0.0
CG75,-24.5,-125.0,0.0
CG76,-23.5,-125.0,0.0
CG77,-22.5,-125.0,0.0
CG78,-21.5,-125.0,0.0
CG79,-20.5,-125.0,0.0
CH70,-19.5,-125.0,0.0
CH71,-18.5,-125.0,0.0
CH72,-17.5,-125.0,0.0
CH73,-16.5,-125.0,0.0
CH74,-15.5,-125.0,0.0
CH75,-14.5,-125.0,0.0
CH76,-13.5,-125.0,0.0
CH77,-12.5,-125.0,0.0
CH78,-11.5,-125.0,0.0
CH79,-10.5,-125.0,0.0
CI70,-9.5,-125.0,0.0
CI71,-8.5,-125.0,0.0
CI72,-7.5,-125.0,0.0
CI73,-6.5,-125.0,0.0
CI74,-5.5,-125.0,0.0
CI75,-4.5,-125.0,0.0
CI76,-3.5,-125.0,0.0
CI77,-2.5,-125.0,0.0
CI78,-1.5,-125.0,0.0
CI79,-0.5,-125.0,0.0
CJ70,0.5,-125.0,0.0
CJ71,1.5,-125.0,0.0
CJ72,2.5,-125.0,0.0
CJ73,3.5,-125.0,0.0
CJ74,4.5,-125.0,0.0
CJ75,5.5,-125.0,0.0
CJ76,6.5,-125.0,0.0
CJ77,7.5,-125.0,0.0
CJ78,8.5,-125.0,0.0
CJ79,9.5,-125.0,0.0
CK70,10.5,-125.0,0.0
CK71,11.5,-125.0,0.0
CK72,12.5,-125.0,0.0
CK73,13.5,-125.0,0.0
CK74,14.5,-125.0,0.0
CK75,15.5,-125.0,0.0
CK76,16.5,-125.0,0.0
CK77,17.5,-125.0,0.0
CK78,18.5,-125.0,0.0
CK79,19.5,-125.0,0.0
CL70,20.5,-125.0,0.0
CL71,21.5,-125.0,0.0
CL72,22.5,-125.0,0.0
CL73,23.5,-125.0,0.0
CL74,24.5,-125.0,0.0
CL75,25.5,-125.0,0.0
CL76,26.5,-125.0,0.0
CL77,27.5,-125.0,0.0
CL78,28.5,-125.0,0.0
CL79,29.5,-125.0,0.0
CM70,30.5,-125.0,0.0
CM71,31.5,-125.0,0.0
CM72,32.5,-125.0,0.0
CM73,33.5,-125.0,0.0
CM74,34.5,-125.0,0.0
CM75,35.5,-125.0,0.0
CM76,36.5,-125.0,0.0
CM77,37.5,-125.0,0.0
CM78,38.5,-125.0,0.0
CM79,39.5,-125.0,0.0
CN70,40.5,-125.0,0.0
CN71,41.5,-125.0,0.0
CN72,42.5,-125.0,0.0
CN73,43.5,-125.0,0.0
CN74,44.5,-125.0,0.0
CN75,45.5,-125.0,0.0
CN76,46.5,-125.0,0.0
CN77,47.5,-125.0,0.0
CN78,48.5,-125.0,0.0
CN79,49.5,-125.0,0.0
CO70,50.5,-125.0,0.0
CO71,51.5,-125.0,0.0
CO72,52.5,-125.0,0.0
CO73,53.5,-125.0,0.0
CO74,54.5,-125.0,0.0
CO75,55.5,-125.0,0.0
CO76,56.5,-125.0,0.0
CO77,57.5,-125.0,0.0
CO78,58.5,-125.0,0.0
CO79,59.5,-125.0,0.0
CP70,60.5,-125.0,0.0
CP71,61.5,-125.0,0.0
CP72,62.5,-125.0,0.0
CP73,63.5,-125.0,0.0
CP74,64.5,-125.0,0.0
CP75,65.5,-125.0,0.0
CP76,66.5,-125.0,0.0
CP77,67.5,-125.0,0.0
CP78,68.5,-125.0,0.0
CP79,69.5,-125.0,0.0
CQ70,70.5,-125.0,0.0
CQ71,71.5,-125.0,0.0
CQ72,72.5,-125.0,0.0
CQ73,73.5,-125.0,0.0
CQ74,74.5,-125.0,0.0
CQ75,75.5,-125.0,0.0
CQ76,76.5,-125.0,0.0
CQ77,77.5,-125.0,0.0
CQ78,78.5,-125.0,0.0
CQ79,79.5,-125.0,0.0
CR70,80.5,-125.0,0.0
CR71,81.5,-125.0,0.0
CR72,82.5,-125.0,0.0
CR73,83.5,-125.0,0.0
CR74,84.5,-125.0,0.0
CR75,85.5,-125.0,0.0
CR76,86.5,-125.0,0.0
CR77,87.5,-125.0,0.0
CR78,88.5,-125.0,0.0
CR79,89.5,-125.0,0.0
CA80,-89.5,-123.0,0.0
CA81,-88.5,-123.0,0.0
CA82,-87.5,-123.0,0.0
CA83,-86.5,-123.0,0.0
CA84,-85.5,-123.0,0.0
CA85,-84.5,-123.0,0.0
CA86,-83.5,-123.0,0.0
CA87,-82.5,-123.0,0.0
CA88,-81.5,-123.0,0.0
CA89,-80.5,-123.0,0.0
CB80,-79.5,-123.0,0.0
CB81,-78.5,-123.0,0.0
CB82,-77.5,-123.0,0.0
CB83,-76.5,-123.0,0.0
CB84,-75.5,-123.0,0.0
CB85,-74.5,-123.0,0.0
CB86,-73.5,-123.0,0.0
CB87,-72.5,-123.0,0.0
CB88,-71.5,-123.0,0.0
CB89,-70.5,-123.0,0.0
CC80,-69.5,-123.0,0.0
CC81,-68.5,-123.0,0.0
CC82,-67.5,-123.0,0.0
CC83,-66.5,-123.0,0.0
CC84,-65.5,-123.0,0.0
CC85,-64.5,-123.0,0.0
CC86,-63.5,-123.0,0.0
CC87,-62.5,-123.0,0.0
CC88,-61.5,-123.0,0.0
CC89,-60.5,-123.0,0.0
CD80,-59.5,-123.0,0.0
CD81,-58.5,-123.0,0.0
CD82,-57.5,-123.0,0.0
CD83,-56.5,-123.0,0.0
CD84,-55.5,-123.0,0.0
CD85,-54.5,-123.0,0.0
CD86,-53.5,-123.0,0.0
CD87,-52.5,-123.0,0.0
CD88,-51.5,-123.0,0.0
CD89,-50.5,-123.0,0.0
CE80,-49.5,-123.0,0.0
CE81,-48.5,-123.0,0.0
CE82,-47.5,-123.0,0.0
CE83,-46.5,-123.0,0.0
CE84,-45.5,-123.0,0.0
CE85,-44.5,-123.0,0.0
CE86,-43.5,-123.0,0.0
CE87,-42.5,-123.0,0.0
CE88,-41.5,-123.0,0.0
CE89,-40.5,-123.0,0.0
CF80,-39.5,-123.0,0.0
CF81,-38.5,-123.0,0.0
CF82,-37.5,-123.0,0.0
CF83,-36.5,-123.0,0.0
CF84,-35.5,-123.0,0.0
CF85,-34.5,-123.0,0.0
CF86,-33.5,-123.0,0.0
CF87,-32.5,-123.0,0.0
CF88,-31.5,-123.0,0.0
CF89,-30.5,-123.0,0.0
CG80,-29.5,-123.0,0.0
CG81,-28.5,-123.0,0.0
CG82,-27.5,-123.0,0.0
CG83,-26.5,-123.0,0.0
CG84,-25.5,-123.0,0.0
CG85,-24.5,-123.0,0.0
CG86,-23.5,-123.0,0.0
CG87,-22.5,-123.0,0.0
CG88,-21.5,-123.0,0.0
CG89,-20.5,-123.0,0.0
CH80,-19.5,-123.0,0.0
CH81,-18.5,-123.0,0.0
CH82,-17.5,-123.0,0.0
CH83,-16.5,-123.0,0.0
CH84,-15.5,-123.0,0.0
CH85,-14.5,-123.0,0.0
CH86,-13.5,-123.0,0.0
CH87,-12.5,-123.0,0.0
CH88,-11.5,-123.0,0.0
CH89,-10.5,-123.0,0.0
CI80,-9.5,-123.0,0.0
CI81,-8.5,-123.0,0.0
CI82,-7.5,-123.0,0.0
CI83,-6.5,-123.0,0.0
CI84,-5.5,-123.0,0.0
CI85,-4.5,-123.0,0.0
CI86,-3.5,-123.0,0.0
CI87,-2.5,-123.0,0.0
CI88,-1.5,-123.0,0.0
CI89,-0.5,-123.0,0.0
CJ80,0.5,-123.0,0.0
CJ81,1.5,-123.0,0.0
CJ82,2.5,-123.0,0.0
CJ83,3.5,-123.0,0.0
CJ84,4.5,-123.0,0.0
CJ85,5.5,-123.0,0.0
CJ86,6.5,-123.0,0.0
CJ87,7.5,-123.0,0.0
CJ88,8.5,-123.0,0.0
CJ89,9.5,-123.0,0.0
CK80,10.5,-123.0,0.0
CK81,11.5,-123.0,0.0
CK82,12.5,-123.0,0.0
CK83,13.5,-123.0,0.0
CK84,14.5,-123.0,0.0
CK85,15.5,-123.0,0.0
CK86,16.5,-123.0,0.0
CK87,17.5,-123.0,0.0
CK88,18.5,-123.0,0.0
CK89,19.5,-123.0,0.0
CL80,20.5,-123.0,0.0
CL81,21.5,-123.0,0.0
CL82,22.5,-123.0,0.0
CL83,23.5,-123.0,0.0
CL84,24.5,-123.0,0.0
CL85,25.5,-123.0,0.0
CL86,26.5,-123.0,0.0
CL87,27.5,-123.0,0.0
CL88,28.5,-123.0,0.0
CL89,29.5,-123.0,0.0
CM80,30.5,-123.0,0.0
CM81,31.5,-123.0,0.0
CM82,32.5,-123.0,0.0
CM83,33.5,-123.0,0.0
CM84,34.5,-123.0,0.0
CM85,35.5,-123.0,0.0
CM86,36.5,-123.0,0.0
CM87,37.5,-123.0,0.0
CM88,38.5,-123.0,0.0
CM89,39.5,-123.0,0.0
CN80,40.5,-123.0,0.0
CN81,41.5,-123.0,0.0
CN82,42.5,-123.0,0.0
CN83,43.5,-123.0,0.0
CN84,44.5,-123.0,0.0
CN85,45.5,-123.0,0.0
CN86,46.5,-123.0,0.0
CN87,47.5,-123.0,0.0
CN88,48.5,-123.0,0.0
